0.004303729	-0.036257453	0.07403296	-0.005799401	0.073685214	-0.011137073	-0.056292545	-0.06039504	-0.0023291667	0.02074584	0.0407762	-0.010542801	0.02964869	0.011619189	-0.060315005	0.048958316
0.018948251	-0.0016761555	0.007650958	-0.006439128	0.043955185	-0.07052025	-0.054546412	-0.06388321	-0.014195977	-0.032545134	0.025768701	0.018577782	0.14224607	-0.010860784	-0.05760053	0.08638174
-0.0016813445	-0.03454861	0.0058628814	0.02658746	0.044599883	-0.048044864	-0.09747877	-0.088584624	0.004380569	0.05739456	-0.044369053	-0.08260946	0.03299837	0.034813553	-0.012059585	0.024177885
0.03450009	0.048610494	0.027140033	0.04657789	0.00409135	-0.04432034	-0.053283043	-0.02787763	-0.061096713	0.012072223	0.034805387	-0.06910489	0.07967677	0.00775484	-0.014513748	0.007957173
-0.0095377015	0.020215739	0.08112408	0.0041492074	0.031916693	-0.004079549	0.004074332	-0.053883933	-0.023276867	-0.03498003	0.033346284	-0.03970169	0.046117973	0.001403394	-0.013351092	0.07194257
-0.06293128	-0.010232782	0.03037617	-0.0035268622	-0.010216705	0.014472798	-0.06439082	-0.12278269	-0.018239703	0.011977507	0.014311822	0.019034369	0.09577698	-0.02200068	0.003959583	-0.023364408
-0.03344034	-0.013821231	0.045112994	0.034163192	0.081872985	-0.04320525	-0.06579324	-0.016355531	0.012642611	-0.014342543	0.07117828	-0.059321374	0.043979887	-0.008469224	-0.029740438	0.08369012
-0.013068589	0.0091669215	0.02531914	0.037941433	0.02361531	-0.0421242	-0.014508012	-0.055671703	-0.054878242	-0.003924992	0.019721542	0.021975873	0.11819174	-0.022192854	-0.025496636	0.045466352
0.012009275	0.030528856	0.059668917	0.00030568911	0.031044802	-0.012654201	-0.07088414	-0.07873879	-0.06538306	0.032217085	0.018405322	-0.032923024	0.020208474	0.03979924	-0.016321491	0.0926942
0.05092358	0.00031923238	0.004036562	-0.025535347	0.041191388	-0.03394789	-0.117192395	-0.028868018	0.053580128	-0.016567765	-0.0011751484	0.0054229368	0.048930444	0.057907924	0.013340246	0.13642266
0.011414487	0.010132257	-0.028467277	-0.0060821795	0.020276908	-0.056755472	-0.07014579	-0.078878485	-0.0019086272	-0.080739655	-0.0057439217	0.00079392764	-0.0047909427	-0.03305475	-0.07362911	0.107087664
0.019523023	-0.006127273	0.05225249	0.019960687	0.010651705	0.04565287	-0.08615967	-0.045820683	-0.049732946	-0.0643228	0.05514727	0.0028595245	-0.00021491267	0.048600983	-0.050178785	0.09666549
0.012055138	0.09297166	0.0043966635	0.028853765	-0.03286872	-0.09945366	-0.034879457	-0.030863399	-0.007177585	0.06283499	0.012732357	0.016451776	0.07601776	-0.053917095	-0.03186521	0.05874453
0.059166797	0.016177038	0.012032487	0.07262296	0.06410052	0.006734131	0.005552778	-0.009562954	-0.029830553	-0.02798038	0.041535676	0.043389805	0.040323902	-0.030777223	0.03151633	0.043603837
-0.033902023	-0.009626689	0.0045353803	-0.008644064	0.10842783	0.012907929	-0.04943306	0.030009696	-0.014478781	0.008092862	-0.025153555	-0.01796799	0.12233734	-0.035586186	-0.11388325	0.048252624
-0.017469998	0.034554254	-0.028259072	-0.025863906	0.0522242	0.054581612	-0.058615107	-0.004786822	-0.057329115	-0.039322007	0.04363847	0.070954084	0.02667962	0.032028966	-0.055037	0.057440907
0.043995462	-0.061110757	0.0034581842	-0.042485602	-0.0378691	-0.076065406	-0.0443458	-0.024481123	-0.016680231	0.0008482016	0.10754199	-0.005348953	0.092150114	0.009685867	-0.09778085	0.06124231
-0.0008045434	-0.07247228	-0.004652976	-0.01790763	0.04985578	-0.006972152	-0.04980768	-0.008737302	-0.010340282	-0.023629304	0.08337529	0.02583495	0.012943752	0.004425501	0.0008929183	0.096443586
-0.00058420486	0.037406046	-0.05201335	0.0042254296	-0.015881667	-0.023980787	0.011187517	-0.008231993	-0.051339764	-0.03263862	0.06590266	-0.06930575	-0.0790389	-0.051958337	-0.043861546	0.11711367
0.081757806	0.059013225	0.00010939855	0.028573649	-0.013440629	-0.008063388	-0.112062275	-0.018493313	0.010726745	-0.12294689	0.05463342	-0.029743915	0.053758156	0.073035054	0.05364633	0.072013885
-0.02470991	-0.026397826	0.08710371	0.017874816	0.11803276	-0.04021732	0.06520475	-0.083137296	0.0037434392	0.03137944	0.00069077953	-0.014738694	0.12965597	0.05264009	0.057901625	0.042212367
